geoid10,year,state_fips,state_usps,state_name,county_fips,county_name,metro_fips,metro_name,metro_type,in100,primary_ruca,c5_COI_nat,c5_COI_stt,c5_COI_met,r_COI_nat,r_COI_stt,r_COI_met,z_COI_nat,z_COI_stt,z_COI_met,c5_ED_nat,c5_ED_stt,c5_ED_met,r_ED_nat,r_ED_stt,r_ED_met,z_ED_nat,z_ED_stt,z_ED_met,c5_HE_nat,c5_HE_stt,c5_HE_met,r_HE_nat,r_HE_stt,r_HE_met,z_HE_nat,z_HE_stt,z_HE_met,c5_SE_nat,c5_SE_stt,c5_SE_met,r_SE_nat,r_SE_stt,r_SE_met,z_SE_nat,z_SE_stt,z_SE_met
25001010100,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,7,High,Low,,64,35,,0.391563664,-0.097891127,,High,Low,,66,32,,0.30213187,-0.391186137,,Very Low,Very Low,,19,13,,-0.283222023,-0.440531557,,High,Moderate,,70,43,,0.609777684,0.148522752,
25001010206,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,10,High,Moderate,,80,49,,0.778884485,0.216340073,,Very High,High,,87,67,,0.996128619,0.406360106,,Very Low,Very Low,,8,3,,-0.754903857,-1.293436388,,Very High,High,,85,64,,1.098201608,0.574757801,
25001010208,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,10,Very High,High,,89,75,,1.112222519,0.669166116,,Very High,Very High,,96,84,,1.600468731,0.871409068,,Very Low,Low,,20,40,,-0.255881103,0.155769105,,Very High,High,,91,75,,1.345977835,0.787723458,
25001010304,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,83,60,,0.88435337,0.3897781,,Very High,High,,88,70,,1.03924216,0.465984999,,Very Low,Very Low,,11,6,,-0.590588137,-0.862803215,,Very High,High,,88,72,,1.219514272,0.735082028,
25001010306,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,79,52,,0.761563578,0.276222304,,Very High,High,,91,76,,1.233688085,0.63765496,,Very Low,Very Low,,14,13,,-0.444982923,-0.433956503,,High,Moderate,,78,51,,0.847572877,0.315419777,
25001010400,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,76,42,,0.664683614,0.080370425,,Very High,High,,86,66,,0.972116805,0.397697163,,Low,Very Low,,29,13,,-0.040193069,-0.443245172,,High,Moderate,,73,41,,0.699778467,0.093900618,
25001010500,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,High,,87,70,,1.016896343,0.585871025,,Very High,Very High,,96,84,,1.557998687,0.876422118,,Very Low,Very Low,,14,15,,-0.445007818,-0.363278246,,Very High,High,,88,73,,1.199821049,0.761849648,
25001010600,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,78,47,,0.732884345,0.184469418,,Very High,High,,83,62,,0.827073096,0.290590974,,Very Low,Very Low,,11,5,,-0.56900104,-0.949016876,,Very High,Moderate,,84,60,,1.050068737,0.48398914,
25001010700,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,High,,88,66,,1.056425097,0.506120978,,Very High,Very High,,96,85,,1.53525863,0.917020856,,Very Low,Very Low,,11,4,,-0.59467277,-0.988319984,,Very High,High,,89,72,,1.260754124,0.734124252,
25001010800,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,81,51,,0.811759149,0.258508329,,Very High,Moderate,,82,59,,0.800309909,0.224867591,,Very Low,Very Low,,14,7,,-0.45276073,-0.723121402,,Very High,High,,87,65,,1.17698999,0.588069258,
25001010900,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,77,47,,0.705792546,0.179649361,,Very High,Very High,,95,82,,1.458114584,0.808333379,,Very Low,Very Low,,12,8,,-0.51004221,-0.695358597,,High,Moderate,,71,42,,0.647843521,0.118236384,
25001011002,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,60,30,,0.30218371,-0.25004942,,High,Moderate,,77,52,,0.617827921,0.062692025,,Very Low,Very Low,,9,4,,-0.671455479,-1.034256346,,High,Low,,62,32,,0.406010578,-0.170574143,
25001011100,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,77,46,,0.694801772,0.16538981,,Very High,Moderate,,82,59,,0.808162749,0.234584818,,Low,Very Low,,23,11,,-0.170385447,-0.49369614,,High,Moderate,,79,52,,0.879098429,0.347499205,
25001011200,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,77,47,,0.710837565,0.183410103,,Very High,Moderate,,81,58,,0.768521281,0.185650823,,Very Low,Very Low,,14,11,,-0.455856252,-0.513112814,,Very High,Moderate,,83,56,,1.010139221,0.411887778,
25001011300,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,65,30,,0.396309648,-0.243342399,,Moderate,Low,,60,31,,0.16536699,-0.417079544,,Very Low,Very Low,,8,2,,-0.769744887,-1.538527611,,High,Moderate,,78,47,,0.839424195,0.236629708,
25001011400,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,64,31,,0.392922003,-0.216024956,,High,Low,,69,38,,0.38903341,-0.223886545,,Very Low,Very Low,,7,2,,-0.810620203,-1.540182386,,High,Moderate,,74,44,,0.726050964,0.181966444,
25001011500,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,58,29,,0.256046705,-0.299273166,,High,Moderate,,77,50,,0.630796548,0.004793166,,Very Low,Very Low,,20,7,,-0.260078947,-0.758321103,,Moderate,Low,,52,28,,0.189744723,-0.314830839,
25001011600,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Low,Low,,40,21,,-0.095941722,-0.612968935,,High,Low,,69,39,,0.400415146,-0.202257004,,Very Low,Very Low,,11,5,,-0.57582419,-0.945639715,,Low,Very Low,,34,20,,-0.23540738,-0.720143225,
25001011700,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,61,29,,0.326766546,-0.282689147,,High,Moderate,,75,47,,0.575723364,-0.046091948,,Very Low,Very Low,,9,2,,-0.68488856,-1.403166753,,High,Low,,64,35,,0.468372941,-0.074768137,
25001011801,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,82,50,,0.845938644,0.237663369,,High,Low,,66,37,,0.313180155,-0.267558021,,High,Very Low,,66,10,,0.544449041,-0.561393168,,Very High,High,,88,72,,1.201396295,0.737732994,
25001011802,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,67,29,,0.44327315,-0.2945905,,High,Low,,65,36,,0.300992011,-0.287811308,,Very Low,Very Low,,16,1,,-0.375862619,-1.897521753,,High,Moderate,,74,44,,0.735467703,0.164358261,
25001012001,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,72,37,,0.579963187,-0.060648602,,High,Moderate,,72,42,,0.461381973,-0.144763781,,High,Very Low,,61,9,,0.475273723,-0.619248786,,High,Moderate,,72,43,,0.659507862,0.149759749,
25001012002,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Low,Very Low,,40,15,,-0.102478325,-0.800401172,,High,Low,,63,35,,0.237519156,-0.342888052,,Very Low,Very Low,,6,1,,-0.903935085,-2.239238761,,Moderate,Low,,41,22,,-0.073718063,-0.626881494,
25001012101,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,68,32,,0.471882925,-0.182951044,,Very High,Moderate,,81,56,,0.780345181,0.144365866,,Moderate,Very Low,,46,4,,0.258740404,-1.012817516,,Moderate,Low,,59,34,,0.348901897,-0.122582846,
25001012102,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,50,23,,0.098198251,-0.539898789,,Moderate,Low,,57,29,,0.093484189,-0.467050052,,Very Low,Very Low,,12,3,,-0.518427121,-1.141622112,,Moderate,Low,,56,26,,0.269691073,-0.381955404,
25001012200,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,84,52,,0.915761751,0.26829364,,Very High,High,,85,62,,0.934310893,0.287863236,,Moderate,Very Low,,47,17,,0.270970757,-0.307102704,,Very High,Moderate,,85,57,,1.07908725,0.432515467,
25001012502,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,55,24,,0.199791938,-0.489924811,,High,Moderate,,70,43,,0.40641751,-0.132444447,,Very Low,Very Low,,4,1,,-1.113679096,-2.26379122,,High,Low,,63,32,,0.445977387,-0.162114355,
25001012601,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,51,22,,0.119000243,-0.586221475,,Moderate,Low,,53,28,,0.029053766,-0.504658368,,Moderate,Very Low,,45,2,,0.23481111,-1.586855839,,Moderate,Low,,49,27,,0.118161423,-0.345095707,
25001012602,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Low,Very Low,,34,13,,-0.218063115,-0.909798798,,Moderate,Low,,54,29,,0.033501069,-0.46557012,,Low,Very Low,,30,1,,-0.018460717,-1.759747086,,Low,Very Low,,26,16,,-0.430246762,-0.908557042,
25001012700,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,67,35,,0.445848463,-0.098896369,,Moderate,Low,,59,32,,0.14025459,-0.406047926,,Low,Very Low,,24,8,,-0.164798769,-0.656008652,,High,Moderate,,76,48,,0.77570812,0.250385963,
25001012800,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,73,38,,0.593178424,-0.02961734,,High,Low,,69,39,,0.389680314,-0.197176311,,Moderate,Very Low,,44,6,,0.229807868,-0.811321003,,High,Moderate,,77,50,,0.803112353,0.298814674,
25001012900,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,72,39,,0.581403745,-0.011909906,,High,Moderate,,76,48,,0.58646481,-0.012696608,,High,Very Low,,64,13,,0.525926135,-0.446861744,,High,Moderate,,69,42,,0.590520849,0.119539601,
25001013002,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,84,60,,0.910930403,0.391580225,,Very High,High,,89,69,,1.116287517,0.441290772,,Very Low,Very Low,,9,7,,-0.659786222,-0.768963384,,Very High,High,,89,71,,1.239144465,0.71149959,
25001013100,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,83,51,,0.879829336,0.261109129,,Very High,Moderate,,83,58,,0.849000735,0.208318476,,Moderate,Very Low,,59,12,,0.457494074,-0.453419341,,Very High,High,,83,61,,1.014652939,0.496857659,
25001013200,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,81,47,,0.810093449,0.180790153,,Very High,Moderate,,81,54,,0.750798433,0.118134513,,Low,Very Low,,27,6,,-0.093222184,-0.819833963,,Very High,High,,85,61,,1.095829482,0.518315898,
25001013300,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,78,47,,0.729026625,0.185455401,,Very High,High,,86,64,,0.969937563,0.351515508,,Low,Very Low,,21,12,,-0.229639633,-0.478327749,,High,Moderate,,79,51,,0.88936999,0.327020383,
25001013400,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,High,,92,73,,1.21278056,0.645959546,,Very High,Very High,,97,87,,1.669459493,0.96215275,,Low,Very Low,,25,18,,-0.144693219,-0.294693381,,Very High,High,,91,75,,1.36827584,0.77731013,
25001013500,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,High,,87,62,,1.011707206,0.444466138,,Very High,High,,92,74,,1.26339869,0.605924726,,High,Low,,63,35,,0.504896941,0.07479285,,Very High,Moderate,,84,60,,1.03609209,0.486968825,
25001013600,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,81,52,,0.811850136,0.269165365,,Very High,High,,87,65,,0.989678925,0.374115349,,High,Low,,64,32,,0.527551057,0.01356114,,High,Moderate,,77,51,,0.817611268,0.318200745,
25001013700,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,59,30,,0.267996115,-0.254750428,,High,Moderate,,70,43,,0.410485762,-0.12722154,,Low,Very Low,,22,5,,-0.195187221,-0.935259252,,Moderate,Low,,58,34,,0.32477566,-0.104076087,
25001013800,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,71,39,,0.556046181,-0.008255925,,Very High,Moderate,,81,57,,0.745593583,0.177017051,,Low,Very Low,,35,9,,0.071931295,-0.623943009,,High,Moderate,,69,41,,0.59441474,0.086936545,
25001013900,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,74,42,,0.624417165,0.07940441,,Very High,Moderate,,81,58,,0.76149345,0.184739657,,Moderate,Very Low,,41,11,,0.169310136,-0.529406686,,High,Moderate,,72,46,,0.678673762,0.214989614,
25001014002,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,69,36,,0.50718087,-0.082967025,,High,Moderate,,71,44,,0.439412231,-0.096513312,,Very Low,Very Low,,17,5,,-0.363008812,-0.950137494,,High,Moderate,,76,45,,0.787337477,0.198236292,
25001014100,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Low,Low,,38,22,,-0.133345135,-0.573618441,,High,Low,,64,38,,0.271334955,-0.240111061,,Very Low,Very Low,,20,8,,-0.255951417,-0.679009542,,Low,Low,,31,21,,-0.30569373,-0.687110115,
25001014300,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,Moderate,,82,56,,0.854909411,0.336708285,,Very High,Moderate,,82,59,,0.821112966,0.234627448,,Very Low,Very Low,,12,13,,-0.52069937,-0.443116578,,Very High,High,,90,68,,1.268850863,0.651025438,
25001014402,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Moderate,,76,45,,0.684275806,0.132267753,,High,Moderate,,80,56,,0.725736637,0.148275805,,Moderate,Very Low,,41,19,,0.16851644,-0.246230245,,High,Moderate,,77,48,,0.809454379,0.259781044,
25001014500,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,68,32,,0.467394864,-0.189657501,,Very High,Moderate,,83,60,,0.845750583,0.247410088,,Low,Very Low,,21,3,,-0.216993941,-1.234696356,,High,Low,,64,34,,0.452926712,-0.107775852,
25001014600,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,71,40,,0.552032617,0.035255289,,Very High,Moderate,,82,58,,0.806583389,0.20491749,,Low,Very Low,,25,18,,-0.143118388,-0.285335393,,High,Low,,70,40,,0.612493864,0.06792232,
25001014700,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,68,37,,0.467277982,-0.06486214,,High,Moderate,,79,54,,0.683210194,0.09693186,,Very Low,Very Low,,13,7,,-0.48422347,-0.727559405,,High,Low,,70,40,,0.615053826,0.065139137,
25001014800,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,72,37,,0.573492105,-0.057381712,,Very High,Moderate,,83,59,,0.847258126,0.225798537,,Low,Very Low,,29,6,,-0.044136483,-0.802152927,,High,Low,,70,40,,0.616808963,0.051128896,
25001014900,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,High,,91,72,,1.196201861,0.618674126,,Very High,Very High,,96,84,,1.558917543,0.857171252,,Low,Low,,24,23,,-0.157325129,-0.17677903,,Very High,High,,92,73,,1.386914241,0.750454068,
25001015001,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,64,33,,0.38229147,-0.162614863,,High,Low,,61,32,,0.198085162,-0.408655315,,Moderate,Very Low,,47,17,,0.279756688,-0.310299184,,High,Low,,66,39,,0.506132087,0.025691814,
25001015002,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,51,24,,0.114595671,-0.487212334,,Moderate,Low,,49,23,,-0.052449325,-0.627278929,,Low,Very Low,,21,3,,-0.219301966,-1.141225216,,Moderate,Low,,57,31,,0.294793058,-0.198802583,
25001015100,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,High,Low,,64,31,,0.387765737,-0.21689018,,High,Low,,62,32,,0.218180387,-0.396336438,,Very Low,Very Low,,13,3,,-0.49610817,-1.27360317,,High,Moderate,,74,45,,0.721001919,0.200762624,
25001015200,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Very High,High,,86,65,,0.984674055,0.501968049,,Very High,High,,88,64,,1.075497538,0.345307457,,Very Low,Very Low,,10,7,,-0.643668632,-0.773700158,,Very High,Very High,,92,82,,1.387335384,0.964945595,
25001015300,2012,25,MA,Massachusetts,25001,"Barnstable County, Massachusetts",12700,"Barnstable Town, MA",Metropolitan Statistical Area,0,1,Low,Very Low,,23,7,,-0.451922933,-1.183066961,,Very High,Moderate,,82,59,,0.815295732,0.236961554,,Low,Very Low,,34,2,,0.041831551,-1.415612902,,Very Low,Very Low,,5,3,,-1.282957738,-1.870040576,
25003900100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Very Low,Very Low,,8,2,,-0.911980492,-1.568129935,,Low,Very Low,,32,14,,-0.382137242,-0.895831555,,Moderate,Very Low,,42,2,,0.190795777,-1.314357767,,Very Low,Very Low,,3,2,,-1.514014372,-1.989034852,
25003900200,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Very Low,Very Low,,16,6,,-0.619149511,-1.23380071,,Low,Very Low,,25,12,,-0.537489081,-1.017112912,,High,Very Low,,74,9,,0.659430044,-0.639011597,,Very Low,Very Low,,9,7,,-1.029185803,-1.506298447,
25003900300,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,44,22,,-0.022673654,-0.567323917,,Low,Very Low,,24,11,,-0.558402185,-1.04271918,,Very High,Moderate,,90,41,,0.90342324,0.169621872,,Moderate,Low,,44,24,,0.00195925,-0.501286353,
25003900400,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Low,Very Low,,36,19,,-0.167996005,-0.671862639,,Low,Very Low,,27,12,,-0.498588214,-0.99183914,,Very High,Moderate,,91,42,,0.934322534,0.188127866,,Low,Very Low,,31,20,,-0.308125776,-0.733325995,
25003900500,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,High,Moderate,,75,45,,0.649874337,0.128787753,,High,Low,,64,36,,0.271747184,-0.316406611,,Very High,High,,93,71,,0.984642249,0.601604679,,High,Moderate,,75,47,,0.749769055,0.235440947,
25003900600,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Very Low,Very Low,,19,9,,-0.558052109,-1.114416932,,Low,Very Low,,28,13,,-0.459461422,-0.958034682,,High,Very Low,,70,15,,0.598930624,-0.390343997,,Very Low,Very Low,,11,8,,-0.939266745,-1.388229315,
25003900700,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,45,25,,0.008598014,-0.458474807,,Low,Very Low,,28,13,,-0.474538569,-0.96319077,,Very High,Moderate,,88,56,,0.873906846,0.41603214,,Moderate,Low,,45,25,,0.013385016,-0.430925424,
25003900800,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,High,Moderate,,72,41,,0.573970675,0.064801604,,High,Low,,63,35,,0.233893942,-0.337506592,,Very High,Moderate,,88,55,,0.882604738,0.402779982,,High,Moderate,,72,45,,0.67592774,0.206701769,
25003900900,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Moderate,Low,,49,24,,0.07688908,-0.478371944,,Moderate,Very Low,,41,19,,-0.206801747,-0.748760798,,Moderate,Very Low,,57,13,,0.417074274,-0.429036739,,Moderate,Low,,50,28,,0.137574049,-0.322109961,
25003901100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,High,Low,,70,39,,0.519627138,-0.010403524,,High,Moderate,,73,45,,0.498020181,-0.095757269,,Very High,High,,99,70,,1.184271707,0.583446351,,Moderate,Low,,59,34,,0.337195747,-0.12729362,
25003911100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,High,Moderate,,76,43,,0.670541207,0.107751643,,Very High,High,,85,68,,0.931777406,0.42340583,,High,Low,,77,29,,0.71225336,-0.035178563,,High,Low,,67,38,,0.53471437,0.006999306,
25003912100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,High,Low,,69,40,,0.506808573,0.02501538,,High,Low,,68,40,,0.354293889,-0.17592341,,Very High,Very High,,95,81,,1.038629072,0.701903491,,High,Low,,63,36,,0.437504175,-0.045873977,
25003913100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,7,High,Low,,74,39,,0.627305553,-0.010744781,,Very High,Very High,,95,85,,1.457709678,0.899779834,,Low,Very Low,,32,6,,0.01649069,-0.802938627,,Moderate,Low,,60,30,,0.370033062,-0.243771726,
25003914100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,7,High,Low,,67,38,,0.455584216,-0.043793473,,High,Moderate,,76,51,,0.58016455,0.048354267,,High,Low,,68,38,,0.57508348,0.127622857,,Moderate,Low,,60,34,,0.352394291,-0.120775374,
25003920101,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,4,Very High,High,,88,67,,1.064374791,0.515624505,,Very High,Very High,,99,94,,1.894091715,1.283018614,,High,Moderate,,72,51,,0.635079123,0.340536335,,High,Moderate,,75,44,,0.762094718,0.182324151,
25003920102,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,4,Very High,Very High,,97,85,,1.538734046,0.946439063,,Very High,Very High,,100,99,,2.315607932,1.640865572,,Moderate,Moderate,,58,49,,0.442128823,0.304300366,,Very High,High,,93,75,,1.452236968,0.789228994,
25003921300,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,4,Low,Very Low,,25,12,,-0.413724915,-0.941646744,,Moderate,Low,,44,21,,-0.143518506,-0.669912346,,Moderate,Very Low,,55,14,,0.394108803,-0.398537821,,Very Low,Very Low,,14,10,,-0.800768218,-1.239129415,
25003921400,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,4,Low,Very Low,,38,17,,-0.137596049,-0.744551649,,Moderate,Low,,52,27,,-0.00073423,-0.524960702,,High,Very Low,,66,8,,0.555275542,-0.665259154,,Low,Very Low,,26,17,,-0.423355015,-0.893210765,
25003921500,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,4,Moderate,Low,,52,27,,0.125700306,-0.362922467,,High,Low,,63,35,,0.241098851,-0.320114527,,Very High,Moderate,,83,53,,0.787581385,0.369851264,,Low,Low,,38,23,,-0.136099188,-0.591898164,
25003922100,2012,25,MA,Massachusetts,25003,"Berkshire County, Massachusetts",38340,"Pittsfield, MA",Metropolitan Statistical Area,0,1,Low,Very Low,,34,15,,-0.218345947,-0.839619809,,Moderate,Low,,48,21,,-0.082468117,-0.693210343,,High,Very Low,,76,19,,0.691938475,-0.241515371,,Low,Very Low,,21,13,,-0.564230632,-1.090657029,
